account_id,account_name,domain,industry,employee_range,country,lifecycle_stage,created_date,last_activity_date,owner,arr_eur,renewal_date,created_date_parsed,created_date_format,last_activity_date_parsed,last_activity_date_format,renewal_date_parsed,renewal_date_format,country_clean,domain_clean,domain_root,domain_source,has_domain,name_norm,dup_marker,last_activity_flag,entity_id,is_master,merged_into
ACC-000256,Heliomardynamics France,heliomardynamics.com,,11-50,NL,lead,2025-05-22,25/06/2025,c.rinaldi,,,2025-05-22,iso,2025-06-25,dmy,,empty,NL,heliomardynamics.com,heliomardynamics,declared,1,heliomardynamics,,,ENT-07604,1,
ACC-020183,GallilumRetail SARL,gallilumretail.fr,Construction,1-10,Allemagne,churned,10/09/2022,2022-11-21,,8000,,2022-09-10,dmy,2022-11-21,iso,,empty,DE,gallilumretail.fr,gallilumretail,declared,1,gallilumretail,,,ENT-06362,1,
ACC-012197,GalligorHub SAS,galligorhub.com,Hospitality,11-50,Pays-Bas,lead,19/08/2024,09/08/25,m.delacroix,,,2024-08-19,dmy,2025-09-08,mdy,,empty,NL,galligorhub.com,galligorhub,declared,1,galligorhub,,,ENT-06281,1,
ACC-008176,Grimodorindustries SARL,grimodorindustries.com,Healthcare,,Espagne,lost,09/10/23,2025-01-21,l.moreau,,,2023-09-10,mdy,2025-01-21,iso,,empty,ES,grimodorindustries.com,grimodorindustries,declared,1,grimodorindustries,,,ENT-06648,1,
ACC-004936,Ederidorworks SARL,ederidorworks.com,Telecom,1-10,IT,lost,27/04/2025,11/13/25,m.delacroix,,,2025-04-27,dmy,2025-11-13,mdy,,empty,IT,ederidorworks.com,ederidorworks,declared,1,ederidorworks,,,ENT-04227,0,ACC-011275
ACC-026817,Ivorofinlab,ivorofinlab.fr,Energy,51-200,FRANCE,lead,10/23/24,29/05/2026,l.moreau,,,2024-10-23,mdy,2026-05-29,dmy,,empty,FR,ivorofinlab.fr,ivorofinlab,declared,1,ivorofinlab,,,ENT-08312,1,
ACC-020035,Talodata,talodata.fr,,11-50,France,customer,2021-10-08,24/04/2022,l.moreau,5000,06/25/27,2021-10-08,iso,2022-04-24,dmy,2027-06-25,mdy,FR,talodata.fr,talodata,declared,1,talodata,,,ENT-16844,1,
ACC-026120,Cortidorlab SARL,www.cortidorlab.co,Healthcare,1-10,Belgique,prospect,04/03/18,,c.rinaldi,,,2018-04-03,mdy,,empty,,empty,BE,cortidorlab.co,cortidorlab,declared,1,cortidorlab,,,ENT-02977,1,
ACC-008610,Cortilexfood SAS,cortilexfood.io,Software,1001-5000,France,churned,04/10/2023,03/02/24,l.moreau,5000,,2023-10-04,dmy,2024-03-02,mdy,,empty,FR,cortilexfood.io,cortilexfood,declared,1,cortilexfood,,,ENT-03070,1,
ACC-003887,IberiMobility SARL,iberimobility.fr,Manufacturing,11-50,Germany,lead,19/11/2024,06/30/26,,,,2024-11-19,dmy,2026-06-30,mdy,,empty,DE,iberimobility.fr,iberimobility,declared,1,iberimobility,,,ENT-08041,1,
ACC-022005,Grimolexretail,grimolexretail.co,Software,51-200,france,opportunity,07/12/2019,23/11/2025,c.rinaldi,,,2019-12-07,dmy,2025-11-23,dmy,,empty,FR,grimolexretail.co,grimolexretail,declared,1,grimolexretail,,,ENT-06755,1,
ACC-013251,CortirinGroup SAS,cortiringroup.fr,Hospitality,1-10,FRANCE,lead,2019-11-21,,a.morel,,,2019-11-21,iso,,empty,,empty,FR,cortiringroup.fr,cortiringroup,declared,1,cortiringroup,,,ENT-03208,1,
ACC-025211,HelioConsulting Group,,Financial Services,11-50,France,lost,07/19/19,03/30/21,c.rinaldi,,,2019-07-19,mdy,2021-03-30,mdy,,empty,FR,,helioconsulting,inferred_from_contacts,1,helioconsulting,,,ENT-07449,1,
ACC-005963,Juntosolhub,juntosolhub.com,Telecom,1001-5000,Italy,lost,16/01/2025,03/23/25,c.rinaldi,,,2025-01-16,dmy,2025-03-23,mdy,,empty,IT,juntosolhub.com,juntosolhub,declared,1,juntosolhub,,,ENT-08947,1,
ACC-001293,Fernotasgroup & Co,fernotasgroup.co,Software,51-200,belgium,lost,2020-01-09,24/08/2023,j.vandenberg,,,2020-01-09,iso,2023-08-24,dmy,,empty,BE,fernotasgroup.co,fernotasgroup,declared,1,fernotasgroup,,,ENT-05724,1,
ACC-006514,ZephiConseil SARL,zephiconseil.eu,Healthcare,201-500,FRANCE,lost,2020-02-27,08/12/24,,,,2020-02-27,iso,2024-08-12,mdy,,empty,FR,zephiconseil.eu,zephiconseil,declared,1,zephiconseil,,,ENT-20142,0,ACC-028531
ACC-010710,OptigorEnergie,optigorenergie.fr,Financial Services,51-200,FR,lost,01/22/23,2026-03-25,,,,2023-01-22,mdy,2026-03-25,iso,,empty,FR,optigorenergie.fr,optigorenergie,declared,1,optigorenergie,,,ENT-12411,1,
ACC-015121,EstevapraServices,estevapraservices.com,Agriculture,1001-5000,Fr,prospect,31/12/2023,21/04/2025,j.vandenberg,,,2023-12-31,dmy,2025-04-21,dmy,,empty,FR,estevapraservices.com,estevapraservices,declared,1,estevapraservices,,,ENT-04811,0,ACC-019789
ACC-000769,Brioquisoft SAS,brioquisoft.fr,Hospitality,11-50,France,lost,2021-02-14,2026-01-02,,,,2021-02-14,iso,2026-01-02,iso,,empty,FR,brioquisoft.fr,brioquisoft,declared,1,brioquisoft,,,ENT-01967,0,ACC-022636
ACC-012200,Cendradorfood,cendradorfood.io,Manufacturing,11-50,Allemagne,lead,2024-06-07,2025-07-07,,,,2024-06-07,iso,2025-07-07,iso,,empty,DE,cendradorfood.io,cendradorfood,declared,1,cendradorfood,,,ENT-02558,1,
ACC-015511,KelvilexSystems SARL,kelvilexsystems.fr,Energy,11-50,Fr,lead,2020-11-09,05/12/2023,p.lindqvist,,,2020-11-09,iso,2023-12-05,dmy,,empty,FR,kelvilexsystems.fr,kelvilexsystems,declared,1,kelvilexsystems,,,ENT-09197,1,
ACC-001938,Lumisolworks,lumisolworks.io,Agriculture,1001-5000,germany,prospect,18/02/2023,24/09/2025,a.morel,,,2023-02-18,dmy,2025-09-24,dmy,,empty,DE,lumisolworks.io,lumisolworks,declared,1,lumisolworks,,,ENT-10183,0,ACC-007202
ACC-003606,Merimarlab SA,www.merimarlab.fr,Manufacturing,1-10,Germany,customer,2025-07-23,29/01/2026,c.rinaldi,12000,10/23/26,2025-07-23,iso,2026-01-29,dmy,2026-10-23,mdy,DE,merimarlab.fr,merimarlab,declared,1,merimarlab,,,ENT-10876,1,
ACC-008738,Yelloviaforge SAS,yelloviaforge.eu,Consulting,1-10,Espagne,lead,01/03/22,2025-05-15,,,,2022-01-03,mdy,2025-05-15,iso,,empty,ES,yelloviaforge.eu,yelloviaforge,declared,1,yelloviaforge,,,ENT-20079,1,
ACC-010453,Ulmihalhub,ulmihalhub.eu,Logistics,11-50,DE,churned,24/10/2023,15/09/2024,a.morel,5000,,2023-10-24,dmy,2024-09-15,dmy,,empty,DE,ulmihalhub.eu,ulmihalhub,declared,1,ulmihalhub,,,ENT-17756,1,
ACC-000200,Perrigorfood,perrigorfood.fr,Hospitality,51-200,france,lead,07/01/20,28/09/2024,t.becker,,,2020-07-01,mdy,2024-09-28,dmy,,empty,FR,perrigorfood.fr,perrigorfood,declared,1,perrigorfood,,,ENT-13238,0,ACC-003794
ACC-008149,RoccadorSoft,roccadorsoft.com,Logistics,11-50,Fr,lost,01/17/24,23/02/2025,j.vandenberg,,,2024-01-17,mdy,2025-02-23,dmy,,empty,FR,roccadorsoft.com,roccadorsoft,declared,1,roccadorsoft,,,ENT-14827,0,ACC-001905
ACC-022528,DelfitasConseil,www.delfitasconseil.com,Energy,51-200,Germany,opportunity,2019-07-01,03/04/2025,a.morel,,,2019-07-01,iso,2025-04-03,dmy,,empty,DE,delfitasconseil.com,delfitasconseil,declared,1,delfitasconseil,,,ENT-03655,1,
ACC-024559,FlexibelServices & Co,flexibelservices.eu,Telecom,11-50,IT,lead,24/08/2018,05/30/21,s.okafor,,,2018-08-24,dmy,2021-05-30,mdy,,empty,IT,flexibelservices.eu,flexibelservices,declared,1,flexibelservices,,,ENT-05799,1,
ACC-007373,Doriovialabs,,Energy,11-50,france,customer,04/11/2020,01/14/23,a.morel,5000,07/08/26,2020-11-04,dmy,2023-01-14,mdy,2026-07-08,mdy,FR,,doriovialabs,inferred_from_contacts,1,doriovialabs,,,ENT-04144,1,
ACC-013083,CauririnLab Group,cauririnlab.com,Software,51-200,FRANCE,lead,08/10/25,,c.rinaldi,,,2025-08-10,mdy,,empty,,empty,FR,cauririnlab.com,cauririnlab,declared,1,cauririnlab,,,ENT-02388,0,ACC-014808
ACC-013930,RapicalLogic Group,,Healthcare,501-1000,Belgique,churned,2019-12-03,2025-12-12,j.vandenberg,3000,,2019-12-03,iso,2025-12-12,iso,,empty,BE,,rapicallogic,inferred_from_contacts,1,rapicallogic,,,ENT-14391,1,
ACC-009941,VespivenLogic,vespivenlogic.eu,Real Estate,501-1000,France,lost,10/05/21,2025-08-19,,,,2021-10-05,mdy,2025-08-19,iso,,empty,FR,vespivenlogic.eu,vespivenlogic,declared,1,vespivenlogic,,,ENT-19243,0,ACC-018112
ACC-028515,WALLIFINFOOD,www.wallifinfood.io,Real Estate,11-50,NL,lost,08/12/2024,,j.vandenberg,,,2024-12-08,dmy,,empty,,empty,NL,wallifinfood.io,wallifinfood,declared,1,wallifinfood,,,ENT-19349,0,ACC-017293
ACC-002097,Wallitasenergie,wallitasenergie.fr,Energy,501-1000,DE,customer,2023-06-14,10/01/2025,s.okafor,25000,2027-06-03,2023-06-14,iso,2025-01-10,dmy,2027-06-03,iso,DE,wallitasenergie.fr,wallitasenergie,declared,1,wallitasenergie,,,ENT-19613,1,
ACC-015866,Gallitasfood SAS,gallitasfood.com,Education,201-500,BE,churned,2021-12-15,04/06/2026,,12000,,2021-12-15,iso,2026-06-04,dmy,,empty,BE,gallitasfood.com,gallitasfood,declared,1,gallitasfood,,,ENT-06521,1,
ACC-027602,Mavimarhub,mavimarhub.fr,Construction,201-500,nederland,customer,2022-06-28,01/07/23,,18000,25/05/2027,2022-06-28,iso,2023-01-07,mdy,2027-05-25,dmy,NL,mavimarhub.fr,mavimarhub,declared,1,mavimarhub,,,ENT-10462,1,
ACC-025913,Fernoviagroup & Co,fernoviagroup.fr,Automotive,1-10,BE,lost,2022-02-18,01/29/26,t.becker,,,2022-02-18,iso,2026-01-29,mdy,,empty,BE,fernoviagroup.fr,fernoviagroup,declared,1,fernoviagroup,,,ENT-05768,0,ACC-005806
ACC-015329,Cortitassystems SARL,cortitassystems.com,Retail,11-50,France,lead,03/02/24,14/06/2024,p.lindqvist,,,2024-03-02,mdy,2024-06-14,dmy,,empty,FR,cortitassystems.com,cortitassystems,declared,1,cortitassystems,,,ENT-03260,0,ACC-008571
ACC-007887,ArdenrinSystems,ardenrinsystems.fr,Logistics,51-200,Belgium,lead,11/05/23,2024-01-28,l.moreau,,,2023-11-05,mdy,2024-01-28,iso,,empty,BE,ardenrinsystems.fr,ardenrinsystems,declared,1,ardenrinsystems,,,ENT-00746,0,ACC-003470
ACC-027777,FernomarTech,fernomartech.co,Financial Services,51-200,nederland,customer,27/06/2023,,p.lindqvist,40000,13/04/2027,2023-06-27,dmy,,empty,2027-04-13,dmy,NL,fernomartech.co,fernomartech,declared,1,fernomartech,,,ENT-05593,1,
ACC-019230,DorioquiImmo,dorioquiimmo.io,Financial Services,1-10,Netherlands,opportunity,2025-04-05,30/06/2026,,,,2025-04-05,iso,2026-06-30,dmy,,empty,NL,dorioquiimmo.io,dorioquiimmo,declared,1,dorioquiimmo,,,ENT-04019,1,
ACC-014434,FabrifinTech & Co,www.fabrifintech.co,Energy,51-200,France,opportunity,2018-10-27,06/05/2023,j.vandenberg,,,2018-10-27,iso,2023-05-06,dmy,,empty,FR,fabrifintech.co,fabrifintech,declared,1,fabrifintech,,,ENT-05057,1,
ACC-005696,VectoEnergie SA,vectoenergie.io,Telecom,51-200,FR,lost,09/12/2021,2024-01-29,,,,2021-12-09,dmy,2024-01-29,iso,,empty,FR,vectoenergie.io,vectoenergie,declared,1,vectoenergie,,,ENT-18116,0,ACC-001076
ACC-015769,Fernorinservices Group,fernorinservices.fr,Healthcare,11-50,FR,lead,05/07/23,,t.becker,,,2023-05-07,mdy,,empty,,empty,FR,fernorinservices.fr,fernorinservices,declared,1,fernorinservices,,,ENT-05685,0,ACC-002879
ACC-004069,Axiopralab,axiopralab.com,Energy,201-500,BE,lost,2018-12-18,01/19/21,j.vandenberg,,,2018-12-18,iso,2021-01-19,mdy,,empty,BE,axiopralab.com,axiopralab,declared,1,axiopralab,,,ENT-01091,0,ACC-003467
ACC-025157,ZephisolTech France,zephisoltech.eu,Real Estate,201-500,ES,lead,04/13/21,08/09/2024,l.moreau,,,2021-04-13,mdy,2024-09-08,dmy,,empty,ES,zephisoltech.eu,zephisoltech,declared,1,zephisoltech,,,ENT-20448,1,
ACC-028032,Kelvipraimmo,kelvipraimmo.io,Manufacturing,51-200,Espagne,lead,2022-08-07,26/01/2023,m.delacroix,,,2022-08-07,iso,2023-01-26,dmy,,empty,ES,kelvipraimmo.io,kelvipraimmo,declared,1,kelvipraimmo,,,ENT-09275,0,ACC-022429
ACC-000085,Briobelimmo,briobelimmo.io,Automotive,1-10,france,lead,04/10/2024,14/12/2025,a.morel,,,2024-10-04,dmy,2025-12-14,dmy,,empty,FR,briobelimmo.io,briobelimmo,declared,1,briobelimmo,,,ENT-01675,1,
ACC-026281,EderimarSolutions SAS,,Automotive,11-50,Netherlands,lost,2023-12-05,24/05/2026,t.becker,,,2023-12-05,iso,2026-05-24,dmy,,empty,NL,,ederimarsolutions,inferred_from_contacts,1,ederimarsolutions,,,ENT-04370,1,
ACC-022378,Iberiquilab,iberiquilab.com,Automotive,5000+,belgium,lost,05/09/2023,05/22/25,,,,2023-09-05,dmy,2025-05-22,mdy,,empty,BE,iberiquilab.com,iberiquilab,declared,1,iberiquilab,,,ENT-08101,0,ACC-013114
ACC-011865,TaloviaLogistics,talovialogistics.fr,Media,11-50,Pays-Bas,lead,04/06/21,11/07/24,t.becker,,,2021-04-06,mdy,2024-11-07,mdy,,empty,NL,talovialogistics.fr,talovialogistics,declared,1,talovialogistics,,,ENT-17203,1,
ACC-011988,RoccafinLabs,roccafinlabs.co,Consulting,11-50,belgium,churned,05/21/23,,j.vandenberg,12000,,2023-05-21,mdy,,empty,,empty,BE,roccafinlabs.co,roccafinlabs,declared,1,roccafinlabs,,,ENT-14847,1,
ACC-012617,Quantifood,www.quantifood.com,Telecom,11-50,Italie,prospect,2018-10-24,11/02/21,c.rinaldi,,,2018-10-24,iso,2021-11-02,mdy,,empty,IT,quantifood.com,quantifood,declared,1,quantifood,,,ENT-14055,1,
ACC-001685,Altapramedia,altapramedia.io,Healthcare,201-500,france,prospect,09/11/2021,,s.okafor,,,2021-11-09,dmy,,empty,,empty,FR,altapramedia.io,altapramedia,declared,1,altapramedia,,,ENT-00274,0,ACC-025374
ACC-003796,ArdenMobility France,,Construction,11-50,France,lead,01/26/18,03/09/18,,,,2018-01-26,mdy,2018-03-09,mdy,,empty,FR,,ardenmobility,inferred_from_contacts,1,ardenmobility,,,ENT-00654,0,ACC-000407
ACC-003245,CortiquiServices,,Hospitality,11-50,Belgium,lost,10/04/2021,,a.morel,,,2021-04-10,dmy,,empty,,empty,BE,,cortiquiservices,inferred_from_contacts,1,cortiquiservices,,,ENT-03197,1,
ACC-024685,PrimoFinance,primofinance.com,Logistics,1001-5000,nederland,customer,2020-12-14,,,18000,2027-07-06,2020-12-14,iso,,empty,2027-07-06,iso,NL,primofinance.com,primofinance,declared,1,primofinance,,,ENT-13615,1,
ACC-019960,AxiomarSolutions,axiomarsolutions.eu,Healthcare,201-500,Fr,prospect,2023-10-28,30/01/2024,c.rinaldi,,,2023-10-28,iso,2024-01-30,dmy,,empty,FR,axiomarsolutions.eu,axiomarsolutions,declared,1,axiomarsolutions,,,ENT-01055,1,
ACC-008393,LumidorDynamics & Co,lumidordynamics.co,Energy,51-200,Espagne,customer,08/02/20,,j.vandenberg,40000,06/19/27,2020-08-02,mdy,,empty,2027-06-19,mdy,ES,lumidordynamics.co,lumidordynamics,declared,1,lumidordynamics,,,ENT-09903,1,
ACC-020749,RapibelForge,rapibelforge.eu,,201-500,Netherlands,lead,2020-02-09,2020-11-30,t.becker,,,2020-02-09,iso,2020-11-30,iso,,empty,NL,rapibelforge.eu,rapibelforge,declared,1,rapibelforge,,,ENT-14361,1,
ACC-026756,Solisolsystems SA,solisolsystems.com,Hospitality,51-200,DE,customer,16/05/2025,10/27/25,m.delacroix,3000,03/14/27,2025-05-16,dmy,2025-10-27,mdy,2027-03-14,mdy,DE,solisolsystems.com,solisolsystems,declared,1,solisolsystems,,,ENT-15899,1,
ACC-013550,Vertilexflow SAS,vertilexflow.co,Construction,51-200,DE,lead,2019-01-01,2023-09-08,a.morel,,,2019-01-01,iso,2023-09-08,iso,,empty,DE,vertilexflow.co,vertilexflow,declared,1,vertilexflow,,,ENT-18614,1,
ACC-015753,ZephimarFinance,zephimarfinance.fr,Agriculture,201-500,FR,prospect,06/03/26,23/06/2026,a.morel,,,2026-06-03,mdy,2026-06-23,dmy,,empty,FR,zephimarfinance.fr,zephimarfinance,declared,1,zephimarfinance,,,ENT-20309,1,
ACC-009204,GalliquiHub,galliquihub.eu,Consulting,11-50,Spain,customer,02/19/21,18/01/2023,a.morel,40000,03/19/27,2021-02-19,mdy,2023-01-18,dmy,2027-03-19,mdy,ES,galliquihub.eu,galliquihub,declared,1,galliquihub,,,ENT-06451,1,
ACC-026730,Ederimarsystems,ederimarsystems.com,Telecom,51-200,FRANCE,lead,02/28/26,25/05/2026,c.rinaldi,,,2026-02-28,mdy,2026-05-25,dmy,,empty,FR,ederimarsystems.com,ederimarsystems,declared,1,ederimarsystems,,,ENT-04371,1,
ACC-016129,DorioSolutions,doriosolutions.com,Hospitality,11-50,Fr,lead,02/09/20,03/20/26,l.moreau,,,2020-02-09,mdy,2026-03-20,mdy,,empty,FR,doriosolutions.com,doriosolutions,declared,1,doriosolutions,,,ENT-04085,1,
ACC-001839,Lorrimardynamics SAS,lorrimardynamics.eu,Energy,11-50,FR,prospect,06/28/19,11/02/2021,j.vandenberg,,,2019-06-28,mdy,2021-02-11,dmy,,empty,FR,lorrimardynamics.eu,lorrimardynamics,declared,1,lorrimardynamics,,,ENT-09637,1,
ACC-000802,LumidorPharma France,lumidorpharma.co,Real Estate,1-10,Espagne,lost,18/05/2025,,p.lindqvist,,,2025-05-18,dmy,,empty,,empty,ES,lumidorpharma.co,lumidorpharma,declared,1,lumidorpharma,,,ENT-09919,0,ACC-024442
ACC-013725,Ardencalworks,ardencalworks.co,Real Estate,11-50,Allemagne,lead,06/01/18,03/24/20,,,,2018-06-01,mdy,2020-03-24,mdy,,empty,DE,ardencalworks.co,ardencalworks,declared,1,ardencalworks,,,ENT-00479,1,
ACC-015347,ZephilexSoft,zephilexsoft.com,,501-1000,Fr,lead,08/09/2025,09/25/25,,,,2025-09-08,dmy,2025-09-25,mdy,,empty,FR,zephilexsoft.com,zephilexsoft,declared,1,zephilexsoft,,,ENT-20274,0,ACC-015741
ACC-022620,Serenivenmobility Group,www.serenivenmobility.fr,,201-500,IT,prospect,2019-02-08,12/05/2019,c.rinaldi,,,2019-02-08,iso,2019-05-12,dmy,,empty,IT,serenivenmobility.fr,serenivenmobility,declared,1,serenivenmobility,,,ENT-15554,1,
ACC-004265,Cortisollabs France,cortisollabs.io,Media,51-200,Fr,churned,2024-04-17,2025-10-23,s.okafor,3000,,2024-04-17,iso,2025-10-23,iso,,empty,FR,cortisollabs.io,cortisollabs,declared,1,cortisollabs,,,ENT-03234,1,
ACC-021734,IberibelServices SA,iberibelservices.fr,Construction,,Fr,customer,2023-08-27,2025-08-14,s.okafor,25000,14/01/2027,2023-08-27,iso,2025-08-14,iso,2027-01-14,dmy,FR,iberibelservices.fr,iberibelservices,declared,1,iberibelservices,,,ENT-07827,1,
ACC-017273,Sylvapralogistics SARL,sylvapralogistics.com,Media,11-50,BE,lead,2026-04-26,07/22/26,p.lindqvist,,,2026-04-26,iso,2026-07-22,mdy,,empty,BE,sylvapralogistics.com,sylvapralogistics,declared,1,sylvapralogistics,,,ENT-16654,1,
ACC-024317,IvoropraRetail,ivoropraretail.io,Consulting,201-500,france,lead,03/05/2020,,l.moreau,,,2020-05-03,dmy,,empty,,empty,FR,ivoropraretail.io,ivoropraretail,declared,1,ivoropraretail,,,ENT-08488,1,
ACC-010705,GrimomarLogic France,grimomarlogic.com,Energy,51-200,Fr,customer,04/12/23,09/04/25,c.rinaldi,18000,06/22/26,2023-04-12,mdy,2025-09-04,mdy,2026-06-22,mdy,FR,grimomarlogic.com,grimomarlogic,declared,1,grimomarlogic,,,ENT-06800,1,
ACC-000337,Vectolabs SAS,vectolabs.fr,,51-200,Belgique,prospect,2023-07-08,20/11/2024,,,,2023-07-08,iso,2024-11-20,dmy,,empty,BE,vectolabs.fr,vectolabs,declared,1,vectolabs,,,ENT-18194,0,ACC-019750
ACC-029561,NOVAFINMOBILITY,novafinmobility.io,Automotive,,France,lost,10/15/21,,,,,2021-10-15,mdy,,empty,,empty,FR,novafinmobility.io,novafinmobility,declared,1,novafinmobility,,,ENT-11989,0,ACC-012873
ACC-018951,PrimoviaMedia,primoviamedia.io,Financial Services,1001-5000,france,customer,03/09/23,2024-12-28,a.morel,5000,04/10/2026,2023-03-09,mdy,2024-12-28,iso,2026-10-04,dmy,FR,primoviamedia.io,primoviamedia,declared,1,primoviamedia,,,ENT-13942,1,
ACC-003724,FabritasIndustries France,fabritasindustries.eu,Telecom,51-200,IT,lead,2018-02-06,29/07/2022,j.vandenberg,,,2018-02-06,iso,2022-07-29,dmy,,empty,IT,fabritasindustries.eu,fabritasindustries,declared,1,fabritasindustries,,,ENT-05316,1,
ACC-028005,DoriorinPartners SARL,doriorinpartners.io,Construction,51-200,Fr,prospect,03/28/25,,,,,2025-03-28,mdy,,empty,,empty,FR,doriorinpartners.io,doriorinpartners,declared,1,doriorinpartners,,,ENT-04052,1,
ACC-012999,FabriquiImmo,fabriquiimmo.fr,Retail,11-50,BE,customer,04/06/21,29/11/2023,j.vandenberg,3000,21/06/2027,2021-04-06,mdy,2023-11-29,dmy,2027-06-21,dmy,BE,fabriquiimmo.fr,fabriquiimmo,declared,1,fabriquiimmo,,,ENT-05244,1,
ACC-005931,Juntovenenergie Group,juntovenenergie.com,Construction,51-200,Italie,prospect,01/11/2020,07/08/22,,,,2020-11-01,dmy,2022-07-08,mdy,,empty,IT,juntovenenergie.com,juntovenenergie,declared,1,juntovenenergie,,,ENT-08993,1,
ACC-009668,NovahalEnergie SARL,novahalenergie.io,Construction,1001-5000,spain,opportunity,2023-08-01,,l.moreau,,,2023-08-01,iso,,empty,,empty,ES,novahalenergie.io,novahalenergie,declared,1,novahalenergie,,,ENT-12027,0,ACC-013873
ACC-003723,CendralumMedia France,cendralummedia.fr,Real Estate,51-200,IT,customer,03/05/19,2020-04-13,c.rinaldi,18000,01/16/27,2019-03-05,mdy,2020-04-13,iso,2027-01-16,mdy,IT,cendralummedia.fr,cendralummedia,declared,1,cendralummedia,,,ENT-02692,1,
ACC-002892,UlmilumLab,ulmilumlab.fr,Energy,51-200,france,lost,08/21/20,06/02/22,,,,2020-08-21,mdy,2022-06-02,mdy,,empty,FR,ulmilumlab.fr,ulmilumlab,declared,1,ulmilumlab,,,ENT-17812,1,
ACC-019698,BelfosolLabs,belfosollabs.fr,Hospitality,51-200,Italy,customer,01/26/24,30/01/2024,l.moreau,12000,2027-03-03,2024-01-26,mdy,2024-01-30,dmy,2027-03-03,iso,IT,belfosollabs.fr,belfosollabs,declared,1,belfosollabs,,,ENT-01585,1,
ACC-015048,Doriogorlab,doriogorlab.fr,Retail,51-200,Italy,lead,10/29/23,06/28/24,l.moreau,,,2023-10-29,mdy,2024-06-28,mdy,,empty,IT,doriogorlab.fr,doriogorlab,declared,1,doriogorlab,,,ENT-03838,0,ACC-024964
ACC-004729,ZephilexDigital SA,zephilexdigital.fr,Media,201-500,France,lead,11/15/24,11/23/24,m.delacroix,,,2024-11-15,mdy,2024-11-23,mdy,,empty,FR,zephilexdigital.fr,zephilexdigital,declared,1,zephilexdigital,,,ENT-20257,1,
ACC-026789,Fleximarfood,fleximarfood.com,Consulting,51-200,Suisse,prospect,03/08/2024,,,,,2024-08-03,dmy,,empty,,empty,CH,fleximarfood.com,fleximarfood,declared,1,fleximarfood,,,ENT-05972,1,
ACC-017556,CauridorLogic,cauridorlogic.eu,Media,11-50,Italie,lead,18/05/2019,,t.becker,,,2019-05-18,dmy,,empty,,empty,IT,cauridorlogic.eu,cauridorlogic,declared,1,cauridorlogic,,,ENT-02143,1,
ACC-000740,Solisoft,solisoft.co,Construction,51-200,Germany,churned,2018-04-10,2025-10-19,,8000,,2018-04-10,iso,2025-10-19,iso,,empty,DE,solisoft.co,solisoft,declared,1,solisoft,,,ENT-15880,1,
ACC-021780,LumiquiDigital,lumiquidigital.io,Energy,1001-5000,Belgium,lead,15/03/2021,2026-06-01,,,,2021-03-15,dmy,2026-06-01,iso,,empty,BE,lumiquidigital.io,lumiquidigital,declared,1,lumiquidigital,,,ENT-10119,1,
ACC-013018,Fabrivendata & Co,fabrivendata.fr,Energy,11-50,UK,churned,2018-05-19,02/05/25,c.rinaldi,12000,,2018-05-19,iso,2025-02-05,mdy,,empty,GB,fabrivendata.fr,fabrivendata,declared,1,fabrivendata,,,ENT-05333,1,
ACC-014835,Doriolumimmo & Co,doriolumimmo.io,Telecom,201-500,Fr,lost,05/23/19,02/23/24,l.moreau,,,2019-05-23,mdy,2024-02-23,mdy,,empty,FR,doriolumimmo.io,doriolumimmo,declared,1,doriolumimmo,,,ENT-03922,1,
ACC-025769,PrimofinLogistics & Co,primofinlogistics.io,Hospitality,5000+,CH,lead,2024-02-08,11/12/2025,s.okafor,,,2024-02-08,iso,2025-12-11,dmy,,empty,CH,primofinlogistics.io,primofinlogistics,declared,1,primofinlogistics,,,ENT-13631,1,
ACC-014385,RapilumHub,rapilumhub.io,,,United Kingdom,lead,2022-06-20,04/05/25,a.morel,,,2022-06-20,iso,2025-04-05,mdy,,empty,GB,rapilumhub.io,rapilumhub,declared,1,rapilumhub,,,ENT-14532,1,
ACC-001346,GallilexFinance SAS,gallilexfinance.fr,Real Estate,1001-5000,Italie,lead,14/03/2025,04/08/26,t.becker,,,2025-03-14,dmy,2026-04-08,mdy,,empty,IT,gallilexfinance.fr,gallilexfinance,declared,1,gallilexfinance,,,ENT-06328,1,
ACC-014102,Solihalmedia & Co,solihalmedia.com,Automotive,501-1000,France,prospect,07/18/26,07/18/26,j.vandenberg,,,2026-07-18,mdy,2026-07-18,mdy,,empty,FR,solihalmedia.com,solihalmedia,declared,1,solihalmedia,,,ENT-15708,1,
ACC-013938,IvorotasServices,ivorotasservices.co,Hospitality,1001-5000,france,opportunity,12/06/2019,2020-10-29,s.okafor,,,2019-06-12,dmy,2020-10-29,iso,,empty,FR,ivorotasservices.co,ivorotasservices,declared,1,ivorotasservices,,,ENT-08579,1,
ACC-010829,Stellasollogistics SA,stellasollogistics.co,Healthcare,201-500,FRANCE,lead,2019-12-11,02/11/24,a.morel,,,2019-12-11,iso,2024-02-11,mdy,,empty,FR,stellasollogistics.co,stellasollogistics,declared,1,stellasollogistics,,,ENT-16325,1,
ACC-011367,Gallibelconsulting SA,gallibelconsulting.com,Hospitality,51-200,IT,lead,09/08/19,,c.rinaldi,,,2019-09-08,mdy,,empty,,empty,IT,gallibelconsulting.com,gallibelconsulting,declared,1,gallibelconsulting,,,ENT-06173,0,ACC-023398
