entity_id,name,name_norm,master_id,n_records,account_ids,domain,domain_root,country,industry,employee_range,lifecycle_consolidated,a_ete_client,deal_en_cours,arr_eur,arr_actif,arr_ex_client,renewal_date,arr_source_account,owner,owner_source_account,created_date_min,last_activity_max,country_conflict,arr_conflict,owner_conflict,lifecycle_conflict,review_churned_vs_opportunity,owner_a_router,segment,play_segment,segment_evidence
ENT-15382,Serenimarmedia,serenimarmedia,ACC-007525,1,ACC-007525,serenimarmedia.io,serenimarmedia,ES,Construction,51-200,lead,0,0,,,,,,,,2026-05-08,2026-05-26,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15383,SerenimarMobility Group,serenimarmobility,ACC-024053,1,ACC-024053,serenimarmobility.fr,serenimarmobility,FR,Hospitality,51-200,lead,0,0,,,,,,,,2019-02-22,2025-05-14,0,0,0,0,0,1,MORT,aucun,events
ENT-15384,SerenimarPartners,serenimarpartners,ACC-004634,1,ACC-004634,serenimarpartners.io,serenimarpartners,BE,Logistics,11-50,lead,0,0,,,,,,c.rinaldi,ACC-004634,2022-07-14,2023-04-22,0,0,0,0,0,0,MORT,aucun,events
ENT-15385,Serenimarpharma France,serenimarpharma,ACC-016237,2,ACC-016237|ACC-005238,serenimarpharma.fr,serenimarpharma,BE,Financial Services,201-500,lead,0,0,,,,,,m.delacroix,ACC-016237,2021-04-02,2025-04-22,1,0,1,1,0,0,MORT,aucun,events
ENT-15386,Serenimarservices,serenimarservices,ACC-011839,1,ACC-011839,,serenimarservices,FR,,5000+,opportunity,0,1,,,,,,a.morel,ACC-011839,2026-05-25,2026-06-21,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-15387,Serenimarsoft,serenimarsoft,ACC-025845,1,ACC-025845,serenimarsoft.eu,serenimarsoft,FR,Telecom,5000+,prospect,0,0,,,,,,,,2023-08-08,2025-02-21,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15388,SerenimarSolutions SARL,serenimarsolutions,ACC-006229,2,ACC-023917|ACC-006229,serenimarsolutions.com,serenimarsolutions,FR,Manufacturing,51-200,customer,1,0,5000,5000,,2027-05-03,ACC-006229,s.okafor,ACC-006229,2019-11-01,2024-03-09,0,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-15389,Serenimarsystems,serenimarsystems,ACC-017241,1,ACC-017241,serenimarsystems.fr,serenimarsystems,CH,Manufacturing,11-50,lead,0,0,,,,,,m.delacroix,ACC-017241,2019-10-07,,0,0,0,0,0,0,MORT,aucun,events
ENT-15390,Serenimartech,serenimartech,ACC-014791,1,ACC-014791,serenimartech.eu,serenimartech,BE,Financial Services,201-500,prospect,0,0,,,,,,s.okafor,ACC-014791,2018-12-20,2025-12-06,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-15391,SerenimarWorks Group,serenimarworks,ACC-027975,2,ACC-027975|ACC-028202,serenimarworks.io,serenimarworks,FR,Media,201-500,prospect,0,0,,,,,,c.rinaldi,ACC-027975,2018-08-03,2025-07-14,1,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-15392,SereniMedia & Co,serenimedia,ACC-002496,2,ACC-002496|ACC-004117,serenimedia.fr,serenimedia,FR,Consulting,501-1000,customer,1,0,5000,5000,,2026-07-29,ACC-002496,m.delacroix,ACC-002496,2025-01-01,2026-01-04,1,0,0,1,0,0,CLIENT_ACTIF,retention,events
ENT-15393,SereniMobility,serenimobility,ACC-010856,2,ACC-010856|ACC-012221,serenimobility.fr,serenimobility,FR,Automotive,1001-5000,lead,0,0,,,,,,a.morel,ACC-010856,2018-09-12,2025-07-28,1,0,1,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-15394,Sereninexconsulting,sereninexconsulting,ACC-005198,2,ACC-005198|ACC-014461,sereninexconsulting.eu,sereninexconsulting,FR,Consulting,51-200,prospect,0,0,,,,,,l.moreau,ACC-005198,2024-05-17,2025-12-28,0,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-15395,Sereninexdata Group,sereninexdata,ACC-017232,2,ACC-010232|ACC-017232,sereninexdata.fr,sereninexdata,FR,Hospitality,1-10,customer,1,0,8000,8000,,2026-06-29,ACC-017232,p.lindqvist,ACC-017232,2023-06-15,2026-02-13,0,0,0,1,0,0,CLIENT_RENEWAL_ECHUE,risque,events
ENT-15396,Sereninexenergie & Co,sereninexenergie,ACC-001565,2,ACC-001565|ACC-019673,sereninexenergie.io,sereninexenergie,IT,Consulting,1001-5000,lead,0,0,,,,,,t.becker,ACC-001565,2019-03-07,2026-04-13,0,0,1,0,0,0,DORMANT,aucun,declared_field
ENT-15397,SereninexFlow SA,sereninexflow,ACC-008993,1,ACC-008993,sereninexflow.fr,sereninexflow,NL,Energy,11-50,lost,0,0,,,,,,m.delacroix,ACC-008993,2025-11-15,2026-05-13,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15398,Sereninexfood,sereninexfood,ACC-026779,1,ACC-026779,sereninexfood.fr,sereninexfood,FR,Manufacturing,11-50,lead,0,0,,,,,,l.moreau,ACC-026779,2023-07-06,2025-02-13,0,0,0,0,0,0,MORT,aucun,events
ENT-15399,Sereninexforge SAS,sereninexforge,ACC-025464,2,ACC-025464|ACC-010066,sereninexforge.com,sereninexforge,ES,Hospitality,201-500,prospect,0,0,,,,,,t.becker,ACC-010066,2022-03-07,2026-01-11,1,0,0,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-15400,Sereninexgroup France,sereninexgroup,ACC-009688,1,ACC-009688,sereninexgroup.fr,sereninexgroup,DE,Telecom,11-50,customer,1,0,40000,40000,,2027-03-24,ACC-009688,a.morel,ACC-009688,2026-04-10,,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-15401,Serenineximmo,serenineximmo,ACC-018997,1,ACC-018997,serenineximmo.eu,serenineximmo,IT,Hospitality,201-500,lost,0,0,,,,,,,,2026-03-27,2026-04-12,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15402,Sereninexindustries France,sereninexindustries,ACC-010616,1,ACC-010616,sereninexindustries.fr,sereninexindustries,BE,Healthcare,51-200,lost,0,0,,,,,,p.lindqvist,ACC-010616,2018-09-22,,0,0,0,0,0,0,MORT,aucun,events
ENT-15403,Sereninexlab,sereninexlab,ACC-006049,1,ACC-006049,sereninexlab.fr,sereninexlab,FR,Real Estate,201-500,customer,1,0,3000,3000,,2027-06-07,ACC-006049,a.morel,ACC-006049,2022-08-06,2023-10-25,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-15404,Sereninexlabs,sereninexlabs,ACC-020159,2,ACC-029794|ACC-020159,sereninexlabs.io,sereninexlabs,ES,Automotive,51-200,prospect,0,0,,,,,,l.moreau,ACC-020159,2019-12-23,2026-06-08,0,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-15405,Sereninexlogic,sereninexlogic,ACC-019625,2,ACC-019625|ACC-014325,sereninexlogic.io,sereninexlogic,FR,Construction,51-200,customer,1,0,3000,3000,,2027-01-29,ACC-019625,j.vandenberg,ACC-019625,2018-11-25,2024-10-21,1,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-15406,SereninexLogistics,sereninexlogistics,ACC-024816,1,ACC-024816,sereninexlogistics.co,sereninexlogistics,FR,Consulting,11-50,lead,0,0,,,,,,j.vandenberg,ACC-024816,2025-10-03,2026-01-27,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-15407,Sereninexmedia France,sereninexmedia,ACC-000062,1,ACC-000062,sereninexmedia.eu,sereninexmedia,IT,Financial Services,11-50,lead,0,0,,,,,,t.becker,ACC-000062,2023-02-01,2025-04-27,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15408,Sereninexmobility,sereninexmobility,ACC-019212,1,ACC-019212,sereninexmobility.fr,sereninexmobility,GB,Healthcare,51-200,customer,1,0,8000,8000,,2026-09-26,ACC-019212,l.moreau,ACC-019212,2023-10-07,2025-10-25,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-15409,Sereninexpartners,sereninexpartners,ACC-007767,1,ACC-007767,sereninexpartners.co,sereninexpartners,FR,Healthcare,11-50,lost,0,0,,,,,,c.rinaldi,ACC-007767,2024-01-25,2024-10-29,0,0,0,0,0,0,LOST_REACTIF,reactivation,events
ENT-15410,SereninexPharma Group,sereninexpharma,ACC-009439,2,ACC-018488|ACC-009439,sereninexpharma.co,sereninexpharma,FR,Software,11-50,lead,0,0,,,,,,m.delacroix,ACC-018488,2023-11-10,2025-12-13,1,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15411,SereninexServices,sereninexservices,ACC-028396,2,ACC-028396|ACC-025599,sereninexservices.fr,sereninexservices,FR,Financial Services,501-1000,prospect,0,0,,,,,,l.moreau,ACC-025599,2019-05-22,2025-12-01,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-15412,SereninexSoft,sereninexsoft,ACC-009487,1,ACC-009487,sereninexsoft.com,sereninexsoft,FR,Consulting,1-10,lead,0,0,,,,,,j.vandenberg,ACC-009487,2018-08-15,2021-05-16,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-15413,Sereninexsolutions France,sereninexsolutions,ACC-006299,1,ACC-006299,sereninexsolutions.com,sereninexsolutions,FR,Manufacturing,201-500,customer,1,0,18000,18000,,2027-06-27,ACC-006299,,,2018-10-22,2020-04-07,0,0,0,0,0,1,CLIENT_ACTIF,retention,events
ENT-15414,Sereninexsystems,sereninexsystems,ACC-007870,1,ACC-007870,sereninexsystems.com,sereninexsystems,DE,Media,51-200,prospect,0,0,,,,,,p.lindqvist,ACC-007870,2024-11-07,2024-11-10,0,0,0,0,0,0,MORT,aucun,events
ENT-15415,Sereninextech & Co,sereninextech,ACC-011577,1,ACC-011577,sereninextech.co,sereninextech,FR,Manufacturing,51-200,lost,0,0,,,,,,l.moreau,ACC-011577,2026-05-20,2026-06-08,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15416,Sereninexworks,sereninexworks,ACC-001595,2,ACC-001595|ACC-014193,sereninexworks.eu,sereninexworks,IT,Consulting,201-500,lead,0,0,,,,,,l.moreau,ACC-001595,2024-06-07,2026-03-11,1,0,1,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15417,SereniPartners,serenipartners,ACC-008766,2,ACC-008766|ACC-013060,serenipartners.com,serenipartners,BE,Financial Services,11-50,churned,1,0,12000,,12000,,ACC-008766,t.becker,ACC-008766,2018-02-10,2026-01-05,1,0,1,1,0,0,EX_CLIENT,win_back_froid,events
ENT-15418,SereniPharma SARL,serenipharma,ACC-011726,2,ACC-016640|ACC-011726,serenipharma.io,serenipharma,BE,Education,11-50,churned,1,0,12000,,12000,,ACC-011726,c.rinaldi,ACC-011726,2019-12-28,2025-05-12,1,0,0,1,0,0,EX_CLIENT,win_back_froid,events
ENT-15419,Serenipraconseil SA,serenipraconseil,ACC-004090,1,ACC-004090,serenipraconseil.eu,serenipraconseil,FR,,51-200,churned,1,0,12000,,12000,,ACC-004090,a.morel,ACC-004090,2023-03-09,2023-12-23,0,0,0,0,0,0,EX_CLIENT,win_back_froid,events
ENT-15420,Serenipraconsulting,serenipraconsulting,ACC-015406,1,ACC-015406,serenipraconsulting.fr,serenipraconsulting,FR,Manufacturing,1001-5000,prospect,0,0,,,,,,j.vandenberg,ACC-015406,2024-05-31,2025-09-23,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-15421,Serenipradata France,serenipradata,ACC-013082,1,ACC-013082,serenipradata.co,serenipradata,ES,,501-1000,prospect,0,0,,,,,,,,2025-07-22,2025-11-22,0,0,0,0,0,1,DORMANT,aucun,declared_field
ENT-15422,Serenipradigital,serenipradigital,ACC-001524,1,ACC-001524,serenipradigital.eu,serenipradigital,CH,Construction,1001-5000,opportunity,0,1,,,,,,s.okafor,ACC-001524,2021-05-29,2025-06-24,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15423,SerenipraDynamics & Co,serenipradynamics,ACC-027450,1,ACC-027450,serenipradynamics.com,serenipradynamics,FR,Energy,11-50,lost,0,0,,,,,,j.vandenberg,ACC-027450,2025-11-01,,0,0,0,0,0,0,MORT,aucun,events
ENT-15424,SerenipraFinance,sereniprafinance,ACC-018722,1,ACC-018722,sereniprafinance.fr,sereniprafinance,GB,Retail,1001-5000,customer,1,0,8000,8000,,2026-10-22,ACC-018722,l.moreau,ACC-018722,2026-06-29,2026-07-09,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-15425,Serenipraflow France,serenipraflow,ACC-020604,1,ACC-020604,,,FR,Healthcare,,churned,1,0,5000,,5000,,ACC-020604,t.becker,ACC-020604,2019-09-19,2021-12-05,0,0,0,0,0,0,EX_CLIENT,win_back_froid,events
ENT-15426,Sereniprafood SARL,sereniprafood,ACC-028499,1,ACC-028499,,sereniprafood,FR,Real Estate,51-200,prospect,0,0,,,,,,t.becker,ACC-028499,2022-09-04,2025-03-18,0,0,0,0,0,0,MORT,aucun,events
ENT-15427,SerenipraHub SA,sereniprahub,ACC-004484,2,ACC-017734|ACC-004484,sereniprahub.com,sereniprahub,ES,Consulting,51-200,churned,1,0,8000,,8000,,ACC-004484,p.lindqvist,ACC-004484,2023-02-17,2023-02-26,1,0,1,1,0,0,EX_CLIENT,win_back_froid,events
ENT-15428,Serenipraimmo SAS,serenipraimmo,ACC-023445,2,ACC-023445|ACC-001460,serenipraimmo.fr,serenipraimmo,FR,Healthcare,51-200,lead,0,0,,,,,,t.becker,ACC-023445,2018-11-25,2026-01-24,1,0,1,1,0,0,DORMANT,aucun,declared_field
ENT-15429,Serenipralab Group,serenipralab,ACC-024293,1,ACC-024293,serenipralab.eu,serenipralab,NL,Healthcare,201-500,lead,0,0,,,,,,,,2019-07-06,2023-01-11,0,0,0,0,0,1,MORT,aucun,events
ENT-15430,SerenipraLabs France,serenipralabs,ACC-028314,1,ACC-028314,serenipralabs.eu,serenipralabs,BE,Healthcare,51-200,lead,0,0,,,,,,l.moreau,ACC-028314,2018-11-18,2024-12-05,0,0,0,0,0,0,MORT,aucun,events
ENT-15431,Serenipralogistics France,serenipralogistics,ACC-006650,2,ACC-006650|ACC-012691,serenipralogistics.com,serenipralogistics,NL,Telecom,11-50,lead,0,0,,,,,,p.lindqvist,ACC-012691,2021-10-15,2026-04-15,1,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15432,SerenipraMedia,serenipramedia,ACC-004804,2,ACC-005140|ACC-004804,serenipramedia.com,serenipramedia,NL,Retail,201-500,opportunity,0,1,,,,,,s.okafor,ACC-004804,2020-02-04,2024-04-02,1,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-15433,Serenipramobility & Co,serenipramobility,ACC-023162,1,ACC-023162,,serenipramobility,CH,Consulting,51-200,churned,1,0,12000,,12000,,ACC-023162,c.rinaldi,ACC-023162,2021-02-11,2025-06-20,0,0,0,0,0,0,EX_CLIENT_REACTIF,win_back,events
ENT-15434,SerenipraPartners,sereniprapartners,ACC-022103,2,ACC-022103|ACC-029191,sereniprapartners.io,sereniprapartners,FR,Hospitality,,customer,1,0,5000,5000,,2026-09-05,ACC-022103,p.lindqvist,ACC-022103,2024-05-26,2025-11-01,0,0,1,1,0,0,CLIENT_ACTIF,retention,events
ENT-15435,SerenipraPharma SAS,sereniprapharma,ACC-016047,1,ACC-016047,sereniprapharma.io,sereniprapharma,BE,Healthcare,11-50,churned,1,0,3000,,3000,,ACC-016047,c.rinaldi,ACC-016047,2019-01-24,,0,0,0,0,0,0,EX_CLIENT_REACTIF,win_back,events
ENT-15436,SerenipraRetail,serenipraretail,ACC-023648,1,ACC-023648,serenipraretail.fr,serenipraretail,DE,Telecom,11-50,lead,0,0,,,,,,,,2019-04-23,2023-10-03,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15437,SerenipraServices,serenipraservices,ACC-012504,1,ACC-012504,serenipraservices.co,serenipraservices,FR,Financial Services,51-200,churned,1,0,12000,,12000,,ACC-012504,t.becker,ACC-012504,2024-12-17,2025-07-18,0,0,0,0,0,0,EX_CLIENT,win_back_froid,events
ENT-15438,Sereniprasolutions SARL,sereniprasolutions,ACC-023093,1,ACC-023093,sereniprasolutions.io,sereniprasolutions,FR,,1-10,prospect,0,0,,,,,,,,2024-07-10,,0,0,0,0,0,1,PROSPECT_TIEDE,new_business,events
ENT-15439,SerenipraTech France,serenipratech,ACC-007596,1,ACC-007596,serenipratech.co,serenipratech,FR,Manufacturing,51-200,prospect,0,0,,,,,,a.morel,ACC-007596,2022-04-10,2022-11-03,0,0,0,0,0,0,MORT,aucun,events
ENT-15440,SereniquiConseil,sereniquiconseil,ACC-002289,1,ACC-002289,sereniquiconseil.fr,sereniquiconseil,FR,Software,11-50,prospect,0,0,,,,,,t.becker,ACC-002289,2024-10-09,2024-10-16,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-15441,Sereniquiconsulting SAS,sereniquiconsulting,ACC-024145,1,ACC-024145,,sereniquiconsulting,ES,Financial Services,51-200,prospect,0,0,,,,,,c.rinaldi,ACC-024145,2020-07-01,2026-01-01,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15442,Sereniquidata SAS,sereniquidata,ACC-021498,2,ACC-021498|ACC-015201,sereniquidata.com,sereniquidata,ES,Healthcare,11-50,churned,1,0,5000,,5000,,ACC-021498,m.delacroix,ACC-015201,2018-06-28,2026-01-22,1,0,0,1,0,0,EX_CLIENT,win_back_froid,events
ENT-15443,SereniquiDigital,sereniquidigital,ACC-001131,1,ACC-001131,sereniquidigital.com,sereniquidigital,DE,Financial Services,11-50,prospect,0,0,,,,,,,,2018-12-23,,0,0,0,0,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15444,Sereniquidynamics France,sereniquidynamics,ACC-025290,1,ACC-025290,sereniquidynamics.eu,sereniquidynamics,FR,Construction,11-50,lost,0,0,,,,,,p.lindqvist,ACC-025290,2021-12-27,2025-02-08,0,0,0,0,0,0,MORT,aucun,events
ENT-15445,Sereniquienergie SA,sereniquienergie,ACC-016145,1,ACC-016145,sereniquienergie.io,sereniquienergie,FR,Manufacturing,1-10,lead,0,0,,,,,,j.vandenberg,ACC-016145,2019-09-26,2026-06-23,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-15446,SereniquiFinance SAS,sereniquifinance,ACC-006350,2,ACC-027056|ACC-006350,sereniquifinance.com,sereniquifinance,DE,Consulting,1-10,prospect,0,0,,,,,,,,2019-07-29,2022-01-15,1,0,0,1,0,1,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15447,Sereniquiflow SAS,sereniquiflow,ACC-004555,1,ACC-004555,sereniquiflow.fr,sereniquiflow,ES,Education,11-50,lead,0,0,,,,,,a.morel,ACC-004555,2025-10-06,,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15448,SereniquiFood,sereniquifood,ACC-021949,2,ACC-021949|ACC-001261,sereniquifood.io,sereniquifood,DE,Consulting,201-500,churned,1,1,5000,,5000,,ACC-021949,c.rinaldi,ACC-001261,2020-02-28,2024-06-11,1,0,0,1,1,0,EX_CLIENT,win_back_froid,events
ENT-15449,SereniquiForge Group,sereniquiforge,ACC-021366,2,ACC-001444|ACC-021366,sereniquiforge.fr,sereniquiforge,ES,Consulting,51-200,prospect,0,0,,,,,,m.delacroix,ACC-021366,2021-06-10,2025-10-19,1,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15450,Sereniquigroup SARL,sereniquigroup,ACC-016470,1,ACC-016470,sereniquigroup.fr,sereniquigroup,FR,Consulting,1001-5000,prospect,0,0,,,,,,p.lindqvist,ACC-016470,2021-01-31,2026-03-21,0,0,0,0,0,0,DORMANT,aucun,declared_field
ENT-15451,Sereniquihub Group,sereniquihub,ACC-023566,2,ACC-023566|ACC-019788,sereniquihub.eu,sereniquihub,FR,Automotive,1001-5000,opportunity,0,1,,,,,,m.delacroix,ACC-023566,2023-08-09,2025-12-22,1,0,1,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15452,Sereniquiimmo Group,sereniquiimmo,ACC-024349,2,ACC-015563|ACC-024349,sereniquiimmo.fr,sereniquiimmo,IT,Retail,201-500,churned,1,0,12000,,12000,,ACC-024349,l.moreau,ACC-024349,2019-03-11,2026-04-24,1,0,1,1,0,0,EX_CLIENT,win_back_froid,events
ENT-15453,SereniquiIndustries SARL,sereniquiindustries,ACC-024490,1,ACC-024490,sereniquiindustries.fr,sereniquiindustries,NL,Financial Services,11-50,customer,1,0,8000,8000,,2027-01-22,ACC-024490,t.becker,ACC-024490,2023-10-04,2025-04-12,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-15454,SereniquiLabs,sereniquilabs,ACC-020657,1,ACC-020657,sereniquilabs.com,sereniquilabs,DE,Retail,51-200,prospect,0,0,,,,,,t.becker,ACC-020657,2018-04-14,2022-11-18,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-15455,Sereniquilogic,sereniquilogic,ACC-009962,1,ACC-009962,sereniquilogic.co,sereniquilogic,FR,Real Estate,51-200,lead,0,0,,,,,,,,2019-10-07,2020-01-12,0,0,0,0,0,1,MORT,aucun,events
ENT-15456,SereniquiLogistics France,sereniquilogistics,ACC-007284,3,ACC-007284|ACC-029157|ACC-004241,sereniquilogistics.com,sereniquilogistics,FR,Energy,11-50,prospect,0,0,,,,,,p.lindqvist,ACC-007284,2019-04-25,2026-03-19,1,0,1,1,0,0,DORMANT,aucun,declared_field
ENT-15457,Sereniquimedia Group,sereniquimedia,ACC-028584,2,ACC-028584|ACC-017346,sereniquimedia.com,sereniquimedia,ES,Real Estate,51-200,prospect,0,0,,,,,,m.delacroix,ACC-028584,2020-11-07,2024-03-25,0,0,0,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-15458,SereniquiMobility,sereniquimobility,ACC-012422,1,ACC-012422,sereniquimobility.com,sereniquimobility,DE,Agriculture,11-50,prospect,0,0,,,,,,c.rinaldi,ACC-012422,2021-01-01,2024-05-17,0,0,0,0,0,0,MORT,aucun,events
ENT-15459,Sereniquipharma SAS,sereniquipharma,ACC-023817,1,ACC-023817,sereniquipharma.com,sereniquipharma,ES,Financial Services,11-50,lost,0,0,,,,,,j.vandenberg,ACC-023817,2018-06-07,2025-12-13,0,0,0,0,0,0,LOST_REACTIF,reactivation,events
ENT-15460,SereniquiRetail,sereniquiretail,ACC-010579,1,ACC-010579,sereniquiretail.fr,sereniquiretail,BE,Education,11-50,prospect,0,0,,,,,,a.morel,ACC-010579,2019-05-12,2023-05-11,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-15461,Sereniquiservices SARL,sereniquiservices,ACC-011262,2,ACC-020250|ACC-011262,sereniquiservices.co,sereniquiservices,FR,Construction,1001-5000,customer,1,0,18000,18000,,2027-01-17,ACC-011262,s.okafor,ACC-020250,2021-03-17,2022-11-18,1,0,0,1,0,0,CLIENT_ACTIF,retention,events
ENT-15462,SereniquiSoft Group,sereniquisoft,ACC-022749,1,ACC-022749,sereniquisoft.co,sereniquisoft,BE,Retail,11-50,prospect,0,0,,,,,,j.vandenberg,ACC-022749,2019-09-10,2023-11-12,0,0,0,0,0,0,MORT,aucun,events
ENT-15463,SereniquiSystems SAS,sereniquisystems,ACC-019193,1,ACC-019193,sereniquisystems.fr,sereniquisystems,IT,Hospitality,51-200,lead,0,0,,,,,,c.rinaldi,ACC-019193,2022-10-25,2024-07-31,0,0,0,0,0,0,MORT,aucun,events
ENT-15464,SereniquiTech,sereniquitech,ACC-023478,1,ACC-023478,sereniquitech.com,sereniquitech,NL,,1001-5000,opportunity,0,1,,,,,,,,2020-12-29,2025-12-24,0,0,0,0,0,1,DORMANT,aucun,declared_field
ENT-15465,Sereniquiworks,sereniquiworks,ACC-017903,1,ACC-017903,sereniquiworks.fr,sereniquiworks,FR,Consulting,,prospect,0,0,,,,,,c.rinaldi,ACC-017903,2022-09-08,2023-08-01,0,0,0,0,0,0,MORT,aucun,events
ENT-15466,SereniRetail,sereniretail,ACC-011255,2,ACC-011255|ACC-027536,sereniretail.eu,sereniretail,BE,Healthcare,11-50,opportunity,0,1,,,,,,j.vandenberg,ACC-011255,2018-09-06,2024-12-30,1,0,1,1,0,0,PROSPECT_TIEDE,new_business,events
ENT-15467,SerenirinConseil Group,serenirinconseil,ACC-016041,1,ACC-016041,serenirinconseil.io,serenirinconseil,NL,Telecom,51-200,lead,0,0,,,,,,m.delacroix,ACC-016041,2018-09-11,2020-09-21,0,0,0,0,0,0,PROSPECT_TIEDE,new_business,events
ENT-15468,Serenirinconsulting France,serenirinconsulting,ACC-013344,1,ACC-013344,serenirinconsulting.io,serenirinconsulting,FR,Logistics,1-10,customer,1,0,40000,40000,,2026-09-15,ACC-013344,m.delacroix,ACC-013344,2018-06-21,,0,0,0,0,0,0,CLIENT_ACTIF,retention,events
ENT-15469,Serenirindata,serenirindata,ACC-010771,1,ACC-010771,serenirindata.com,serenirindata,FR,Media,51-200,churned,1,0,3000,,3000,,ACC-010771,,,2023-12-22,2026-01-24,0,0,0,0,0,1,EX_CLIENT,win_back_froid,events
ENT-15470,SerenirinDynamics SA,serenirindynamics,ACC-011564,2,ACC-019432|ACC-011564,serenirindynamics.fr,serenirindynamics,ES,Construction,501-1000,prospect,0,0,,,,,,c.rinaldi,ACC-011564,2020-11-08,2025-10-21,1,0,1,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15471,Serenirinenergie,serenirinenergie,ACC-009393,2,ACC-009393|ACC-029440,serenirinenergie.fr,serenirinenergie,GB,Construction,11-50,customer,1,0,12000,12000,,2027-03-10,ACC-009393,,,2020-03-20,2025-04-28,0,0,0,1,0,1,CLIENT_ACTIF,retention,events
ENT-15472,SerenirinFinance SARL,serenirinfinance,ACC-008121,2,ACC-008121|ACC-010322,serenirinfinance.co,serenirinfinance,BE,Logistics,1-10,lead,0,0,,,,,,a.morel,ACC-008121,2018-04-14,2024-08-24,1,0,1,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15473,Serenirinflow SARL,serenirinflow,ACC-017756,2,ACC-017756|ACC-008207,serenirinflow.fr,serenirinflow,FR,Education,11-50,prospect,0,0,,,,,,t.becker,ACC-017756,2023-08-09,2024-08-29,0,0,0,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15474,SerenirinFood SAS,serenirinfood,ACC-009248,2,ACC-009248|ACC-016090,serenirinfood.com,serenirinfood,FR,Financial Services,5000+,customer,1,0,40000,40000,,2026-10-05,ACC-009248,j.vandenberg,ACC-009248,2019-05-12,2024-09-27,1,0,0,1,0,0,CLIENT_ACTIF,retention,events
ENT-15475,Serenirinforge SAS,serenirinforge,ACC-021437,1,ACC-021437,serenirinforge.fr,serenirinforge,FR,Retail,5000+,prospect,0,0,,,,,,t.becker,ACC-021437,2019-04-22,2026-05-07,0,0,0,0,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
ENT-15476,Serenirinimmo,serenirinimmo,ACC-029895,3,ACC-029895|ACC-024823|ACC-001674,serenirinimmo.fr,serenirinimmo,ES,Retail,51-200,prospect,0,0,,,,,,t.becker,ACC-001674,2019-11-25,2025-10-02,1,0,1,1,0,0,TOUCHE_EMAIL_SEULEMENT,nurture,events
